source_code,source_concept_id,source_vocabulary_id,source_concept_class_id,concept_name,source_code_description,target_concept_id,target_concept_name,target_vocabulary_id,target_concept_domain,valid_start_date,valid_end_date
O70200A3,42206255,EDI,Procedure,"Hemodialysis,Regional trauma center severe trauma Nighttime (Senior General Hospital, General Hospital) Under 12 months","혈액투석[1회당], 권역외상센터중증외상 야간 (상급종합병원·종합병원)만1세미만",4120120,Hemodialysis,SNOMED,Procedure,20200319,20991231
O70200A5,42207663,EDI,Procedure,"Hemodialysis,Regional trauma center severe trauma Nighttime (Senior General Hospital, General Hospital) More than 12 months~ Under 72 months","혈액투석[1회당], 권역외상센터중증외상 야간 (상급종합병원·종합병원)만1세이상~만6세미만",4120120,Hemodialysis,SNOMED,Procedure,20200319,20991231
O70200B0,42200099,EDI,Procedure,"Hemodialysis,regional trauma center, severe trauma holiday","혈액투석[1회당], 권역외상센터중증외상 공휴",4120120,Hemodialysis,SNOMED,Procedure,20200319,20991231
O70200B2,42203509,EDI,Procedure,"Hemodialysis,Regional trauma center severe trauma Holiday (Senior General Hospital, General Hospital) Neonate","혈액투석[1회당], 권역외상센터중증외상 공휴 (상급종합병원·종합병원)신생아",4120120,Hemodialysis,SNOMED,Procedure,20200319,20991231
O70200B3,42200611,EDI,Procedure,"Hemodialysis,Regional trauma center severe trauma Holiday (Senior General Hospital, General Hospital) Under 12 months","혈액투석[1회당], 권역외상센터중증외상 공휴 (상급종합병원·종합병원)만1세미만",4120120,Hemodialysis,SNOMED,Procedure,20200319,20991231
O70200B5,42201677,EDI,Procedure,"Hemodialysis,Regional trauma center severe trauma Holiday (Senior General Hospital, General Hospital) More than 12 months~ Under 72 months","혈액투석[1회당], 권역외상센터중증외상 공휴 (상급종합병원·종합병원)만1세이상~만6세미만",4120120,Hemodialysis,SNOMED,Procedure,20200319,20991231
O7020600,42271556,EDI,Procedure,"Hemodialysis,Neonate","혈액투석[1회당], 신생아",4120120,Hemodialysis,SNOMED,Procedure,20200319,20991231
O7020610,42279231,EDI,Procedure,"Hemodialysis,Neonate, Nighttime","혈액투석[1회당], 신생아 야간",4120120,Hemodialysis,SNOMED,Procedure,20200319,20991231
O7020620,42286031,EDI,Procedure,"Hemodialysis,Neonate Emergency","혈액투석[1회당], 신생아 응급",4120120,Hemodialysis,SNOMED,Procedure,20200319,20991231
O7020630,42288490,EDI,Procedure,"Hemodialysis,Neonate Emergency Nighttime","혈액투석[1회당], 신생아 응급 야간",4120120,Hemodialysis,SNOMED,Procedure,20200319,20991231
O7020640,42085945,EDI,Procedure,"Hemodialysis,Neonate Emergency holiday","혈액투석[1회당], 신생아 응급 공휴일",4120120,Hemodialysis,SNOMED,Procedure,20200319,20991231
O7020650,42275220,EDI,Procedure,"Hemodialysis,Neonate, holiday","혈액투석[1회당], 신생아 공휴일",4120120,Hemodialysis,SNOMED,Procedure,20200319,20991231
O7020A00,42214891,EDI,Procedure,"Hemodialysis,Under 12 months","혈액투석[1회당], 만1세미만",4120120,Hemodialysis,SNOMED,Procedure,20200319,20991231
O7020A10,42222493,EDI,Procedure,"Hemodialysis,Under 12 months, Nighttime","혈액투석[1회당], 만1세미만 야간",4120120,Hemodialysis,SNOMED,Procedure,20200319,20991231
O7020A20,42228943,EDI,Procedure,"Hemodialysis,Under 12 months, emergency","혈액투석[1회당], 만1세미만 응급",4120120,Hemodialysis,SNOMED,Procedure,20200319,20991231
O7020A30,42231224,EDI,Procedure,"Hemodialysis,Under 12 months Emergency Nighttime","혈액투석[1회당], 만1세미만 응급 야간",4120120,Hemodialysis,SNOMED,Procedure,20200319,20991231
O7020A40,42229714,EDI,Procedure,"Hemodialysis,Under 12 months Emergency holiday","혈액투석[1회당], 만1세미만 응급 공휴일",4120120,Hemodialysis,SNOMED,Procedure,20200319,20991231
O7020A50,42217688,EDI,Procedure,"Hemodialysis,Under 12 months, holiday","혈액투석[1회당], 만1세미만 공휴일",4120120,Hemodialysis,SNOMED,Procedure,20200319,20991231
O7020B00,42237837,EDI,Procedure,"Hemodialysis,More than 12 months~ Under 72 months","혈액투석[1회당], 만1세이상~만6세미만",4120120,Hemodialysis,SNOMED,Procedure,20200319,20991231
O7020B10,42085658,EDI,Procedure,"Hemodialysis,More than 12 months~ Under 72 months, Nighttime","혈액투석[1회당], 만1세이상~만6세미만 야간",4120120,Hemodialysis,SNOMED,Procedure,20200319,20991231
O7020B20,42252182,EDI,Procedure,"Hemodialysis,More than 12 months~ Under 72 months, emergency","혈액투석[1회당], 만1세이상~만6세미만 응급",4120120,Hemodialysis,SNOMED,Procedure,20200319,20991231
O7020B30,42254527,EDI,Procedure,"Hemodialysis,More than 12 months~ Under 72 months Emergency Nighttime","혈액투석[1회당], 만1세이상~만6세미만 응급 야간",4120120,Hemodialysis,SNOMED,Procedure,20200319,20991231
O7020B40,42253040,EDI,Procedure,"Hemodialysis,More than 12 months~ Under 72 months Emergency holiday","혈액투석[1회당], 만1세이상~만6세미만 응급 공휴일",4120120,Hemodialysis,SNOMED,Procedure,20200319,20991231
O7020B50,42240023,EDI,Procedure,"Hemodialysis,More than 12 months~ Under 72 months, holiday","혈액투석[1회당], 만1세이상~만6세미만 공휴일",4120120,Hemodialysis,SNOMED,Procedure,20200319,20991231
O7031,42365329,EDI,Proc Hierarchy,Continuous Venovenous Hemodialysis,Continuous Venovenous Hemodialysis,4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O7031002,42142330,EDI,Procedure,"Continuous Venovenous Hemodialysis,(Senior General Hospital, General Hospital) Neonate","지속적정정맥혈액투석-카테터삽입당일[카테터삽입료포함], (상급종합병원·종합병원)신생아",4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O7031003,42108258,EDI,Procedure,"Continuous Venovenous Hemodialysis,(Senior General Hospital, General Hospital) Under 12 months","지속적정정맥혈액투석-카테터삽입당일[카테터삽입료포함], (상급종합병원·종합병원)만1세미만",4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O7031005,42132720,EDI,Procedure,"Continuous Venovenous Hemodialysis,(Senior General Hospital, General Hospital) More than 12 months~ Under 72 months","지속적정정맥혈액투석-카테터삽입당일[카테터삽입료포함], (상급종합병원·종합병원)만1세이상~만6세미만",4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O7031010,42295340,EDI,Procedure,"Continuous Venovenous Hemodialysis,Nighttime","지속적정정맥혈액투석-카테터삽입당일[카테터삽입료포함], 야간",4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O7031012,42161906,EDI,Procedure,"Continuous Venovenous Hemodialysis,(Senior General Hospital, General Hospital) Neonate Nighttime","지속적정정맥혈액투석-카테터삽입당일[카테터삽입료포함], (상급종합병원·종합병원)신생아 야간",4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O7031013,42116079,EDI,Procedure,"Continuous Venovenous Hemodialysis,(Senior General Hospital, General Hospital) Under 12 months Nighttime","지속적정정맥혈액투석-카테터삽입당일[카테터삽입료포함], (상급종합병원·종합병원)만1세미만 야간",4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O7031015,42140099,EDI,Procedure,"Continuous Venovenous Hemodialysis,(Senior General Hospital, General Hospital) More than 12 months~ Under 72 months Nighttime","지속적정정맥혈액투석-카테터삽입당일[카테터삽입료포함], (상급종합병원·종합병원)만1세이상~만6세미만 야간",4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O7031020,42318979,EDI,Procedure,"Continuous Venovenous Hemodialysis,emergency","지속적정정맥혈액투석-카테터삽입당일[카테터삽입료포함], 응급",4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O7031022,42168662,EDI,Procedure,"Continuous Venovenous Hemodialysis,(Senior General Hospital, General Hospital) Neonate Emergency","지속적정정맥혈액투석-카테터삽입당일[카테터삽입료포함], (상급종합병원·종합병원)신생아 응급",4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O7031023,42121744,EDI,Procedure,"Continuous Venovenous Hemodialysis,(Senior General Hospital, General Hospital) Under 12 months Emergency","지속적정정맥혈액투석-카테터삽입당일[카테터삽입료포함], (상급종합병원·종합병원)만1세미만 응급",4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O7031025,42145983,EDI,Procedure,"Continuous Venovenous Hemodialysis,(Senior General Hospital, General Hospital) More than 12 months~ Under 72 months Emergency","지속적정정맥혈액투석-카테터삽입당일[카테터삽입료포함], (상급종합병원·종합병원)만1세이상~만6세미만 응급",4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O7031030,42322343,EDI,Procedure,"Continuous Venovenous Hemodialysis,Emergency Nighttime","지속적정정맥혈액투석-카테터삽입당일[카테터삽입료포함], 응급 야간",4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O7031032,42170549,EDI,Procedure,"Continuous Venovenous Hemodialysis,(Senior General Hospital, General Hospital) Neonate emergency Nighttime","지속적정정맥혈액투석-카테터삽입당일[카테터삽입료포함], (상급종합병원·종합병원)신생아 응급 야간",4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O7031033,42124158,EDI,Procedure,"Continuous Venovenous Hemodialysis,(Senior General Hospital, General Hospital) Under 12 months emergency Nighttime","지속적정정맥혈액투석-카테터삽입당일[카테터삽입료포함], (상급종합병원·종합병원)만1세미만 응급 야간",4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O7031035,42148051,EDI,Procedure,"Continuous Venovenous Hemodialysis,(Senior General Hospital, General Hospital) More than 12 months~ Under 72 months emergency Nighttime","지속적정정맥혈액투석-카테터삽입당일[카테터삽입료포함], (상급종합병원·종합병원)만1세이상~만6세미만 응급 야간",4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O7031040,42319874,EDI,Procedure,"Continuous Venovenous Hemodialysis,Emergency holiday","지속적정정맥혈액투석-카테터삽입당일[카테터삽입료포함], 응급 공휴일",4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O7031042,42169131,EDI,Procedure,"Continuous Venovenous Hemodialysis,(Senior General Hospital, General Hospital) Neonate emergency holiday","지속적정정맥혈액투석-카테터삽입당일[카테터삽입료포함], (상급종합병원·종합병원)신생아 응급 공휴일",4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O7031043,42122061,EDI,Procedure,"Continuous Venovenous Hemodialysis,(Senior General Hospital, General Hospital) Under 12 months emergency holiday","지속적정정맥혈액투석-카테터삽입당일[카테터삽입료포함], (상급종합병원·종합병원)만1세미만 응급 공휴일",4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O7031045,42146678,EDI,Procedure,"Continuous Venovenous Hemodialysis,(Senior General Hospital, General Hospital) More than 12 months~ Under 72 months emergency holiday","지속적정정맥혈액투석-카테터삽입당일[카테터삽입료포함], (상급종합병원·종합병원)만1세이상~만6세미만 응급 공휴일",4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O7031050,42187894,EDI,Procedure,"Continuous Venovenous Hemodialysis,holiday","지속적정정맥혈액투석-카테터삽입당일[카테터삽입료포함], 공휴일",4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O7031052,42157546,EDI,Procedure,"Continuous Venovenous Hemodialysis,(Senior General Hospital, General Hospital) Neonate holiday","지속적정정맥혈액투석-카테터삽입당일[카테터삽입료포함], (상급종합병원·종합병원)신생아 공휴일",4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O7031053,42110868,EDI,Procedure,"Continuous Venovenous Hemodialysis,(Senior General Hospital, General Hospital) Under 12 months holiday","지속적정정맥혈액투석-카테터삽입당일[카테터삽입료포함], (상급종합병원·종합병원)만1세미만 공휴일",4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O7031055,42135192,EDI,Procedure,"Continuous Venovenous Hemodialysis,(Senior General Hospital, General Hospital) More than 12 months~ Under 72 months holiday","지속적정정맥혈액투석-카테터삽입당일[카테터삽입료포함], (상급종합병원·종합병원)만1세이상~만6세미만 공휴일",4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O7031080,42178016,EDI,Procedure,"Continuous Venovenous Hemodialysis,clinic, dental clinic(including Public Health and Medical care center) Nighttime, Saturday, holiday","지속적정정맥혈액투석-카테터삽입당일[카테터삽입료포함], (의원·치과의원(보건의료원포함)) 야간,공휴,토요",4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O7031090,42193896,EDI,Procedure,"Continuous Venovenous Hemodialysis,regional trauma center, Severe trauma","지속적정정맥혈액투석-카테터삽입당일[카테터삽입료포함], 권역외상센터중증외상",4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O7031092,42198427,EDI,Procedure,"Continuous Venovenous Hemodialysis,Regional trauma center severe trauma (Senior General Hospital, General Hospital Neonate","지속적정정맥혈액투석-카테터삽입당일[카테터삽입료포함], 권역외상센터중증외상 (상급종합병원·종합병원)신생아",4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O7031093,42194418,EDI,Procedure,"Continuous Venovenous Hemodialysis,Regional trauma center severe trauma (Senior General Hospital, General Hospital) Under 12 months","지속적정정맥혈액투석-카테터삽입당일[카테터삽입료포함], 권역외상센터중증외상 (상급종합병원·종합병원)만1세미만",4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O7031095,42196816,EDI,Procedure,"Continuous Venovenous Hemodialysis,Regional trauma center severe trauma (Senior General Hospital, General Hospital) More than 12 months~ Under 72 months","지속적정정맥혈액투석-카테터삽입당일[카테터삽입료포함], 권역외상센터중증외상 (상급종합병원·종합병원)만1세이상~만6세미만",4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O70310A0,42206046,EDI,Procedure,"Continuous Venovenous Hemodialysis,regional trauma center, severe trauma Nighttime","지속적정정맥혈액투석-카테터삽입당일[카테터삽입료포함], 권역외상센터중증외상 야간",4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O70310A2,42209734,EDI,Procedure,"Continuous Venovenous Hemodialysis,Regional trauma center severe trauma Nighttime (Senior General Hospital, General Hospital) Neonate","지속적정정맥혈액투석-카테터삽입당일[카테터삽입료포함], 권역외상센터중증외상 야간 (상급종합병원·종합병원)신생아",4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O70310A3,42206966,EDI,Procedure,"Continuous Venovenous Hemodialysis,Regional trauma center severe trauma Nighttime (Senior General Hospital, General Hospital) Under 12 months","지속적정정맥혈액투석-카테터삽입당일[카테터삽입료포함], 권역외상센터중증외상 야간 (상급종합병원·종합병원)만1세미만",4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O70310A5,42208164,EDI,Procedure,"Continuous Venovenous Hemodialysis,Regional trauma center severe trauma Nighttime (Senior General Hospital, General Hospital) More than 12 months~ Under 72 months","지속적정정맥혈액투석-카테터삽입당일[카테터삽입료포함], 권역외상센터중증외상 야간 (상급종합병원·종합병원)만1세이상~만6세미만",4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O70310B0,42199908,EDI,Procedure,"Continuous Venovenous Hemodialysis,regional trauma center, severe trauma holiday","지속적정정맥혈액투석-카테터삽입당일[카테터삽입료포함], 권역외상센터중증외상 공휴",4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O70310B2,42203349,EDI,Procedure,"Continuous Venovenous Hemodialysis,Regional trauma center severe trauma Holiday (Senior General Hospital, General Hospital) Neonate","지속적정정맥혈액투석-카테터삽입당일[카테터삽입료포함], 권역외상센터중증외상 공휴 (상급종합병원·종합병원)신생아",4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O70310B3,42200606,EDI,Procedure,"Continuous Venovenous Hemodialysis,Regional trauma center severe trauma Holiday (Senior General Hospital, General Hospital) Under 12 months","지속적정정맥혈액투석-카테터삽입당일[카테터삽입료포함], 권역외상센터중증외상 공휴 (상급종합병원·종합병원)만1세미만",4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O70310B5,42201737,EDI,Procedure,"Continuous Venovenous Hemodialysis,Regional trauma center severe trauma Holiday (Senior General Hospital, General Hospital) More than 12 months~ Under 72 months","지속적정정맥혈액투석-카테터삽입당일[카테터삽입료포함], 권역외상센터중증외상 공휴 (상급종합병원·종합병원)만1세이상~만6세미만",4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O7031600,42271171,EDI,Procedure,"Continuous Venovenous Hemodialysis,Neonate","지속적정정맥혈액투석-카테터삽입당일[카테터삽입료포함], 신생아",4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O7031610,42278349,EDI,Procedure,"Continuous Venovenous Hemodialysis,Neonate, Nighttime","지속적정정맥혈액투석-카테터삽입당일[카테터삽입료포함], 신생아 야간",4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O7031620,42285845,EDI,Procedure,"Continuous Venovenous Hemodialysis,Neonate Emergency","지속적정정맥혈액투석-카테터삽입당일[카테터삽입료포함], 신생아 응급",4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O7031630,42288033,EDI,Procedure,"Continuous Venovenous Hemodialysis,Neonate Emergency Nighttime","지속적정정맥혈액투석-카테터삽입당일[카테터삽입료포함], 신생아 응급 야간",4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O7031640,42286687,EDI,Procedure,"Continuous Venovenous Hemodialysis,Neonate Emergency holiday","지속적정정맥혈액투석-카테터삽입당일[카테터삽입료포함], 신생아 응급 공휴일",4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O7031650,42274368,EDI,Procedure,"Continuous Venovenous Hemodialysis,Neonate, holiday","지속적정정맥혈액투석-카테터삽입당일[카테터삽입료포함], 신생아 공휴일",4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O7031A00,42215707,EDI,Procedure,"Continuous Venovenous Hemodialysis,Under 12 months","지속적정정맥혈액투석-카테터삽입당일[카테터삽입료포함], 만1세미만",4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O7031A10,42223023,EDI,Procedure,"Continuous Venovenous Hemodialysis,Under 12 months, Nighttime","지속적정정맥혈액투석-카테터삽입당일[카테터삽입료포함], 만1세미만 야간",4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O7031A20,42229029,EDI,Procedure,"Continuous Venovenous Hemodialysis,Under 12 months, emergency","지속적정정맥혈액투석-카테터삽입당일[카테터삽입료포함], 만1세미만 응급",4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O7031A30,42231368,EDI,Procedure,"Continuous Venovenous Hemodialysis,Under 12 months Emergency Nighttime","지속적정정맥혈액투석-카테터삽입당일[카테터삽입료포함], 만1세미만 응급 야간",4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O7031A40,42229896,EDI,Procedure,"Continuous Venovenous Hemodialysis,Under 12 months Emergency holiday","지속적정정맥혈액투석-카테터삽입당일[카테터삽입료포함], 만1세미만 응급 공휴일",4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O7031A50,42218516,EDI,Procedure,"Continuous Venovenous Hemodialysis,Under 12 months, holiday","지속적정정맥혈액투석-카테터삽입당일[카테터삽입료포함], 만1세미만 공휴일",4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O7031B00,42238657,EDI,Procedure,"Continuous Venovenous Hemodialysis,More than 12 months~ Under 72 months","지속적정정맥혈액투석-카테터삽입당일[카테터삽입료포함], 만1세이상~만6세미만",4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O7031B10,42245893,EDI,Procedure,"Continuous Venovenous Hemodialysis,More than 12 months~ Under 72 months, Nighttime","지속적정정맥혈액투석-카테터삽입당일[카테터삽입료포함], 만1세이상~만6세미만 야간",4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O7031B20,42252760,EDI,Procedure,"Continuous Venovenous Hemodialysis,More than 12 months~ Under 72 months, emergency","지속적정정맥혈액투석-카테터삽입당일[카테터삽입료포함], 만1세이상~만6세미만 응급",4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O7031B30,42255213,EDI,Procedure,"Continuous Venovenous Hemodialysis,More than 12 months~ Under 72 months Emergency Nighttime","지속적정정맥혈액투석-카테터삽입당일[카테터삽입료포함], 만1세이상~만6세미만 응급 야간",4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O7031B40,42253649,EDI,Procedure,"Continuous Venovenous Hemodialysis,More than 12 months~ Under 72 months Emergency holiday","지속적정정맥혈액투석-카테터삽입당일[카테터삽입료포함], 만1세이상~만6세미만 응급 공휴일",4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O7031B50,42241689,EDI,Procedure,"Continuous Venovenous Hemodialysis,More than 12 months~ Under 72 months, holiday","지속적정정맥혈액투석-카테터삽입당일[카테터삽입료포함], 만1세이상~만6세미만 공휴일",4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O7032,42364509,EDI,Proc Hierarchy,Continuous Venovenous Hemodialysis,"지속적정정맥혈액투석-카테터삽입익일부터[1일당], NA",4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O7032002,42155135,EDI,Procedure,"Continuous Venovenous Hemodialysis,(Senior General Hospital, General Hospital) Neonate","지속적정정맥혈액투석-카테터삽입익일부터[1일당], (상급종합병원·종합병원)신생아",4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O7032003,42108369,EDI,Procedure,"Continuous Venovenous Hemodialysis,(Senior General Hospital, General Hospital) Under 12 months","지속적정정맥혈액투석-카테터삽입익일부터[1일당], (상급종합병원·종합병원)만1세미만",4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O7032005,42132054,EDI,Procedure,"Continuous Venovenous Hemodialysis,(Senior General Hospital, General Hospital) More than 12 months~ Under 72 months","지속적정정맥혈액투석-카테터삽입익일부터[1일당], (상급종합병원·종합병원)만1세이상~만6세미만",4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O7032020,42319178,EDI,Procedure,"Continuous Venovenous Hemodialysis,emergency","지속적정정맥혈액투석-카테터삽입익일부터[1일당], 응급",4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O7032022,42168695,EDI,Procedure,"Continuous Venovenous Hemodialysis,(Senior General Hospital, General Hospital) Neonate Emergency","지속적정정맥혈액투석-카테터삽입익일부터[1일당], (상급종합병원·종합병원)신생아 응급",4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O7032023,42121734,EDI,Procedure,"Continuous Venovenous Hemodialysis,(Senior General Hospital, General Hospital) Under 12 months Emergency","지속적정정맥혈액투석-카테터삽입익일부터[1일당], (상급종합병원·종합병원)만1세미만 응급",4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O7032025,42145290,EDI,Procedure,"Continuous Venovenous Hemodialysis,(Senior General Hospital, General Hospital) More than 12 months~ Under 72 months Emergency","지속적정정맥혈액투석-카테터삽입익일부터[1일당], (상급종합병원·종합병원)만1세이상~만6세미만 응급",4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O7032080,42177737,EDI,Procedure,"Continuous Venovenous Hemodialysis,clinic, dental clinic(including Public Health and Medical care center) Nighttime, Saturday, holiday","지속적정정맥혈액투석-카테터삽입익일부터[1일당], (의원·치과의원(보건의료원포함)) 야간,공휴,토요",4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O7032090,42194245,EDI,Procedure,"Continuous Venovenous Hemodialysis,regional trauma center, Severe trauma","지속적정정맥혈액투석-카테터삽입익일부터[1일당], 권역외상센터중증외상",4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O7032092,42198335,EDI,Procedure,"Continuous Venovenous Hemodialysis,Regional trauma center severe trauma (Senior General Hospital, General Hospital Neonate","지속적정정맥혈액투석-카테터삽입익일부터[1일당], 권역외상센터중증외상 (상급종합병원·종합병원)신생아",4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O7032093,42194828,EDI,Procedure,"Continuous Venovenous Hemodialysis,Regional trauma center severe trauma (Senior General Hospital, General Hospital) Under 12 months","지속적정정맥혈액투석-카테터삽입익일부터[1일당], 권역외상센터중증외상 (상급종합병원·종합병원)만1세미만",4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O7032095,42196161,EDI,Procedure,"Continuous Venovenous Hemodialysis,Regional trauma center severe trauma (Senior General Hospital, General Hospital) More than 12 months~ Under 72 months","지속적정정맥혈액투석-카테터삽입익일부터[1일당], 권역외상센터중증외상 (상급종합병원·종합병원)만1세이상~만6세미만",4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O7032600,42272605,EDI,Procedure,"Continuous Venovenous Hemodialysis,Neonate","지속적정정맥혈액투석-카테터삽입익일부터[1일당], 신생아",4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O7032620,42285698,EDI,Procedure,"Continuous Venovenous Hemodialysis,Neonate Emergency","지속적정정맥혈액투석-카테터삽입익일부터[1일당], 신생아 응급",4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O7032A00,42141143,EDI,Procedure,"Continuous Venovenous Hemodialysis,Under 12 months","지속적정정맥혈액투석-카테터삽입익일부터[1일당], 만1세미만",4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O7032A20,42229108,EDI,Procedure,"Continuous Venovenous Hemodialysis,Under 12 months, emergency","지속적정정맥혈액투석-카테터삽입익일부터[1일당], 만1세미만 응급",4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O7032B00,42238237,EDI,Procedure,"Continuous Venovenous Hemodialysis,More than 12 months~ Under 72 months","지속적정정맥혈액투석-카테터삽입익일부터[1일당], 만1세이상~만6세미만",4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O7032B20,42252387,EDI,Procedure,"Continuous Venovenous Hemodialysis,More than 12 months~ Under 72 months, emergency","지속적정정맥혈액투석-카테터삽입익일부터[1일당], 만1세이상~만6세미만 응급",4051329,Continuous venovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O7033,42362271,EDI,Proc Hierarchy,Continuous Arteriovenous Hemodialysis,Continuous Arteriovenous Hemodialysis,4051328,Continuous arteriovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O7033002,42153692,EDI,Procedure,"Continuous Arteriovenous Hemodialysis,(Senior General Hospital, General Hospital) Neonate","지속적동정맥혈액투석-카테터삽입당일[카테터삽입료포함], (상급종합병원·종합병원)신생아",4051328,Continuous arteriovenous hemodialysis,SNOMED,Procedure,20200319,20991231
O7033003,42107751,EDI,Procedure,"Continuous Arteriovenous Hemodialysis,(Senior General Hospital, General Hospital) Under 12 months","지속적동정맥혈액투석-카테터삽입당일[카테터삽입료포함], (상급종합병원·종합병원)만1세미만",4051328,Continuous arteriovenous hemodialysis,SNOMED,Procedure,20200319,20991231
